PageName,Post,Date,Shares,Likes,Comments,Haha,Love,Wow,Angry
Police Service of Pakistan - Unofficial,"Ú©Ø±Ø§Ú†ÛŒ (Ø§Ø³Ù¹Ø§Ù Ø±Ù¾ÙˆØ±Ù¹Ø±)Ø§ÛŒØ³ Ø§ÛŒØ³ Ù¾ÛŒ Ø³ÛŒ Ù¹ÛŒ ÚˆÛŒ Ù†Û’ Ø³ÛŒ Ù¹ÛŒ Ú¯Ø§Ø±ÚˆÙ† Ø¢Ù¾Ø±ÛŒØ´Ù† ÙˆÙ† Ù¾Ø±
Ú†Ú¾Ø§Ù¾Û Ù…Ø§Ø± Ú©Ø§Ø±Ø±ÙˆØ§Ø¦ÛŒ Ú©Ø±ØªÛ’ ÛÙˆØ¦Û’ Ø­Ø¨Ø³ Ø¨Û’ Ø¬Ø§ Ù…ÛŒÚº Ø±Ú©Ú¾Û’ Ú¯Ø¦Û’ Ø´ÛØ±ÛŒ Ú©Ùˆ Ø¨Ø§Ø²ÛŒØ§Ø¨
Ú©Ø±ØªÛ’ ÛÙˆØ¦Û’ Ø§Ù†Ø³Ù¾Ú©Ù¹Ø± Ú©Ùˆ Ù…Ø¹Ø·Ù„ Ú©Ø±Ø¯ÛŒØ§ØŒ ØªÙØµÛŒÙ„Ø§Øª Ú©Û’ Ù…Ø·Ø§Ø¨Ù‚ Ø§ÛŒØ³ Ø§ÛŒØ³ Ù¾ÛŒ Ø³ÛŒ Ù¹ÛŒ ÚˆÛŒ
Ø¹Ù…Ø±Ø´Ø§ÛØ¯Ø­ÛŒØ§Øª Ù†Û’ Ø³ÛŒ Ù¹ÛŒ ÚˆÛŒ Ú¯Ø§Ø±ÚˆÙ† Ø¢Ù¾Ø±ÛŒØ´Ù† ÙˆÙ† Ù¾Ø±Ú†Ú¾Ø§Ù¾Û Ù…Ø§Ø± Ú©Ø± Ø­Ø¨Ø³ Ø¨Û’ Ø¬Ø§ Ù…ÛŒÚº
Ø±Ú©Ú¾Û’ Ú¯Ø¦Û’ Ø´ÛØ±ÛŒ Ø³ÛŒØ¯ Ø¨Ø¯Ø± Ú©Ùˆ Ø¨Ø§Ø²ÛŒØ§Ø¨ Ú©Ø±ØªÛ’ ÛÙˆØ¦Û’ Ø³ÛŒ Ù¹ÛŒ ÚˆÛŒ Ø§Ù†Ø³Ù¾Ú©Ù¹Ø±Ø¢ØµÙ Ø¹Ø«Ù…Ø§Ù† Ú©Ùˆ
Ù…Ø¹Ø·Ù„ Ú©Ø±Ø¯ÛŒØ§ ØŒ Ø§Ù†Ø³Ù¾Ú©Ù¹Ø± Ø¢ØµÙ Ø¹Ø«Ù…Ø§Ù† Ù†Û’ Ø´ÛØ±ÛŒ Ú©ÙˆÚˆÛŒÙÙ†Ø³ Ø³Û’ ØºÛŒØ±Ù‚Ø§Ù†ÙˆÙ†ÛŒ Ø·ÙˆØ±Ù¾Ø±Ø­Ø±Ø§Ø³Øª
Ù…ÛŒÚº Ù„Û’ Ú©Ø±Ø²Ø¨Ø±Ø¯Ø³ØªÛŒ 38 Ù„Ø§Ú©Ú¾50 ÛØ²Ø§Ø±Ú©Û’ Ú†ÛŒÚ© Ù¾Ø±Ø¯Ø³ØªØ®Ø· Ú©Ø±ÙˆØ§Ø¦Û’ ØªÚ¾Û’ØŒ Ø§ÛŒÚˆÛŒØ´Ù†Ù„ Ø¢Ø¦ÛŒ
Ø¬ÛŒ Ø³ÛŒ Ù¹ÛŒ ÚˆÛŒ Ø«Ù†Ø§Ø§Ù„Ù„Û Ø¹Ø¨Ø§Ø³ÛŒ Ù†Û’ Ø§Ù†Ø³Ù¾Ú©Ù¹Ø±Ø¹Ø«Ù…Ø§Ù† Ú©ÙˆÙ…Ø¹Ø·Ù„ Ú©Ø±Ø¯ÛŒØ§ Ø§ÙˆØ± Ø§ÛŒØ³ Ø§ÛŒØ³ Ù¾ÛŒ
Ø¹Ù…Ø± Ø´Ø§ÛØ¯ Ú©Ùˆ ØªØ­Ù‚ÛŒÙ‚Ø§ØªÛŒ Ø§ÙØ³Ø± Ù…Ù‚Ø±Ø± Ú©Ø±Ø¯ÛŒØ§Û” Ø³ÛŒ Ù¹ÛŒ ÚˆÛŒ Ø§ÙØ³Ø±Ø§Ù† Ú©Ø§ Ø¨Ø§Ø±ÛØ§ Ø´ÛØ±ÛŒÙˆÚº
Ú©Ùˆ Ø­Ø¨Ø³ Ø¨Û’ Ø¬Ø§ Ù…ÛŒÚº Ø±Ú©Ú¾Ù†Û’ Ø§ÙˆØ± Ø§Ù†Ú©ÛŒ Ø±ÛØ§Ø¦ÛŒ Ú©Û’ Ø¹ÙˆØ¶ Ù¾ÛŒØ³Û’ Ù„ÛŒÙ†Û’ ÛŒØ§ Ø§Ù¾Ù†Û’ Ù…Ø·Ø§Ù„Ø¨Ø§Øª
Ù…Ù†ÙˆØ§Ù†Û’ Ú©Û’ Ø¨Ø§Ø±ÛØ§ ÙˆØ§Ù‚Ø¹Ø§Øª Ú©Û’ Ø­ÙˆØ§Ù„Û’ Ø³Û’ Ø¨Ø§Ø±ÛØ§ Ø§ÛŒÚˆÛŒØ´Ù†Ù„ Ø§Ù“Ø¦ÛŒ Ø¬ÛŒ Ø³ÛŒ Ù¹ÛŒ ÚˆÛŒ Ø«Ù†Ø§
Ø§Ù„Ù„Û Ø¹Ø¨Ø§Ø³ÛŒ Ø§ÙˆØ± Ø§ÛŒØ³ Ø§ÛŒØ³ Ù¾ÛŒ Ø¹Ù…Ø± Ø´Ø§ÛØ¯ Ø³Û’ Ø¨Ø§Ø±ÛØ§ Ø±Ø§Ø¨Ø·Û’ Ú©ÛŒ Ú©ÙˆØ´Ø´ Ú©ÛŒ Ú¯Ø¦ÛŒ ØªØ§ÛÙ…
Ø§Ù† Ø³Û’ Ø±Ø§Ø¨Ø·Û Ù…Ù…Ú©Ù† Ù†ÛÛŒÚº ÛÙˆØ³Ú©Ø§Û”",22/10/2016,1,30,0,0,1,0,0
Police Service of Pakistan - Unofficial,"Mera Pakistan Hai Yeh Tera Pakistan Hai (African Beat) ;)

#Pakistan #Zindabad #Pakistan #Police",22/10/2016,8,38,0,2,0,0,0
Police Service of Pakistan - Unofficial,"Meet ..

ASP Kamran Zarkoon from Police Service of Pakistan.

#Police #Pakistan #PSP",22/10/2016,3,176,0,0,2,0,0
Police Service of Pakistan - Unofficial,"P/ASI's from Sindh during their time in PTC Saeedabad.

#Police #Pakistan #Sindh",22/10/2016,9,287,0,0,8,0,0
Police Service of Pakistan - Unofficial,"Meet ..

SI Muhammad Usman Malik training at PCS Sihala.

#Police #Pakistan #Punjab",22/10/2016,6,261,0,0,4,0,0
Police Service of Pakistan - Unofficial,"Meet ..

P/ASI Syed Moiz Hussain Shah ,  Sindh Police.

#Sindh #Police #Pakistan",22/10/2016,8,190,1,0,4,0,0
Police Service of Pakistan - Unofficial,Capt. (R) Ameer Saud (PSP) back in Sindh.,22/10/2016,4,138,1,0,2,0,0
Police Service of Pakistan - Unofficial,"Flag bearer of the National Police Academy

ASP Malik Shoaib Khan (PSP)

#PSP #NPA #Police #Pakistan",22/10/2016,8,200,0,0,4,2,0
Police Service of Pakistan - Unofficial,,22/10/2016,0,253,9,4,6,0,30
Police Service of Pakistan - Unofficial,"Meet ..

ASI Sada Hussain Chandio from Mehar Dadu , Sindh Police.

#Sindh #Police #Pakistan",22/10/2016,9,235,0,1,7,0,0
Police Service of Pakistan - Unofficial,"Good Looks are the last thing that comes to mind when we talk about #PakistanPolice.

Well, this list features some of the most Good Looking #PoliceWala from across #Pakistan, which would force you to forget that #ChaiWala ;)

If you know a #PoliceWala who should be added to the list tag him in the comments section and don't forget to Like and Share.",21/10/2016,125,59,0,0,1,0,0
Police Service of Pakistan - Unofficial,"Meet ..

ASI Mehran Khan Khaskheli from Hala new District Matiari.

#Sindh #Police #Pakistan",21/10/2016,5,187,1,0,6,0,0
Police Service of Pakistan - Unofficial,"Meet ..

SP Zeeshan Haider from Police Service of Pakistan.

#PSP #Pakistan #Police",21/10/2016,7,240,0,0,6,0,0
Police Service of Pakistan - Unofficial,Salary Increase Notice AEF Sindh.,21/10/2016,83,209,5,0,5,2,0
Police Service of Pakistan - Unofficial,"Meet ..

DSP CIA Matiari Ghulam Akbar Chandio from Sindh Police.

#Police #Pakistan #Sindh",21/10/2016,17,310,3,0,7,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

ASP Sanghaar Malik, PSP and Additional IGP Ghulam Qadir Thebo, PSP.

#PSP #Pakistan #Police #Sindh",21/10/2016,17,361,4,0,8,1,1
Police Service of Pakistan - Unofficial,"Meet ..

Sub-Inspector Syed Ali Kazmi from Sahiwal , Punjab Police.

#Police #Pakistan #Punjab #Sahiwal",21/10/2016,1,132,0,0,5,0,0
Police Service of Pakistan - Unofficial,"Meet ..

SSP Investigation Lahore Mian Hassan Mushtaq Sukhera.

#Police #Pakistan #Punjab",21/10/2016,2,53,2,0,2,0,0
Police Service of Pakistan - Unofficial,"Meet ..

Aqeel Khan from SSU Commando , Karachi.

#Karachi #Pakistan #SSU #Police",21/10/2016,3,94,2,0,5,1,0
Police Service of Pakistan - Unofficial,"Good Looks are the last thing that comes to mind when we talk about #PakistanPolice.

Well, this list features some of the most Good Looking #PoliceWala from across #Pakistan, which would force you to forget that #ChaiWala ;)

If you know a #PoliceWala who should be added to the list tag him in the comments section and don't forget to Like and Share.",21/10/2016,125,306,3,1,9,2,0
Police Service of Pakistan - Unofficial,An Anchor from a local TV got slapped by a FC Constable. I am not sure what the background story of all this but it is not a pretty site at all ..,20/10/2016,1685,819,492,89,18,14,69
Police Service of Pakistan - Unofficial,"Passing out Full Dress rehearsal at NPA Drill Square
Parade Commander ASP Dr Sami Malik and ASP Capt. Ali bin Tariq

The passing out is on 25th this month at National Police Academy.

#Police #PSP #Pakistan",20/10/2016,11,298,0,0,11,0,0
Police Service of Pakistan - Unofficial,"On behalf of all members, I would like to welcome ..

ASP Ali Bin Tariq to the Police Service of Pakistan Page.

- Admin",20/10/2016,10,447,2,0,10,2,0
Police Service of Pakistan - Unofficial,"Hardworking and Diligent ..

SP Afnan Amin with 
IGP Sindh Mr. A.D Khwaja from Police Service of Pakistan.

#Police #PSP #Pakistan",20/10/2016,27,371,1,0,9,0,0
Police Service of Pakistan - Unofficial,"KP Inspector General of Police, Nasir Khan Durrani, awarded police officers from Kohat and Hangu for the humanitarian services they extended to two children recently.

One of the awardees is, Constable Tariq Aziz, of Hangu district who was deployed on a special duty on the 8th Muharram. He served drinks to a special kid, took care of him and helped him reach his house.",20/10/2016,13,274,2,0,11,0,0
Police Service of Pakistan - Unofficial,"Good Looks are the last thing that comes to mind when we talk about #PakistanPolice.

Well, this list features some of the most Good Looking #PoliceWala from across #Pakistan, which would force you to forget that #ChaiWala ;)

If you know a #PoliceWala who should be added to the list tag him in the comments section and don't forget to Like and Share.",19/10/2016,125,623,16,1,23,5,0
Police Service of Pakistan - Unofficial,"Inayat Ullah (tiger) inspector in kpk police defused hundreds of suicide bombs , IEDs , mines and more than 4500 explosive materials.He has lost his leg while defusing a mine.Because of his unmatched bravery he was given the name of Tiger.This nation is proud of you Sir.
You are our Hero.We salute You",19/10/2016,424,1093,10,0,63,7,0
Police Service of Pakistan - Unofficial,"When you don't know the cop you are messing with is an actual ""JUGGERNAUT"" :D",19/10/2016,8,50,0,7,3,2,0
Police Service of Pakistan - Unofficial,"In this picture ..

Addl IGP (R) Saud Mirza from Police Service of Pakistan.

#PSP #Pakistan #Police",19/10/2016,3,145,2,0,5,0,0
Police Service of Pakistan - Unofficial,#Respect,19/10/2016,59,650,5,0,21,4,0
Police Service of Pakistan - Unofficial,,19/10/2016,7,88,0,0,5,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

SP Umar Tufail Gandapur from Police Service of Pakistan.

#PSP #Pakistan #Police #Sindh",19/10/2016,22,572,4,0,12,0,0
Police Service of Pakistan - Unofficial,"Meet ..

SHO Hala Ghulam Hussain Khoso from District Matiari Sindh Police.

#Sindh #Police #Pakistan",19/10/2016,6,196,0,0,2,0,0
Police Service of Pakistan - Unofficial,"Ø¢Ù¾ Ù…ÛŒÚº Ø³Û’ Ú©Ø³ Ù†Û’ Ø§ÛŒØ³Ø§ Ø¢ÙÛŒØ³Ø± Ø¯ÛŒÚ©Ú¾Ø§ ÛÙˆÚ¯Ø§ØŸ Ø¬Ùˆ ÛØ± Ú©Ø³ÛŒ Ú©ÛŒ Ø§ØªÙ†ÛŒ Ø¹Ø²Øª Ú©Ø±ØªØ§ ÛÙˆ Ø¬ÛŒØ³Ø§ ØªØµÙˆÛŒØ± Ù…ÛŒÚº Ù†Ø¸Ø± Ø¢ Ø±ÛØ§ ÛÛ’Û”
Ø¨Ú‘Û’ Ø³Ú©ÙˆÙ† Ø³Û’ Ø±Ø®ØµØª ØªÙˆ Ú©Ø± Ø¯ÛŒØ§ Ø§ÙØ³ Ú©Ùˆ
Ù¾Ú¾Ø± Ø§Ø³ Ú©Û’ Ø¨Ø¹Ø¯ Ù…Ø­Ø¨Øª Ù†Û’ Ø§Ù†ØªÛØ§ Ú©Ø± Ø¯ÛŒ",18/10/2016,3,172,4,0,6,1,0
Police Service of Pakistan - Unofficial,A video regarding KPK Police.,18/10/2016,37,125,1,0,9,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

HC Rukhsar Ali from Sindh Police.

#Police #Pakistan #Sindh",18/10/2016,3,124,0,0,1,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

SSP Dr. Mian Saeed from Police Service of Pakistan.

#PSP #KPK #PakPolice #Pakistan #Police",18/10/2016,18,305,0,0,5,0,0
Police Service of Pakistan - Unofficial,"Meet ..

DIGP Agha Yousuf from Police Service of Pakistan.

#PSP #Pakistan #Police #Punjab",18/10/2016,11,274,0,0,5,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

Addl. IGP (R) Rasool Bux Saand
IGP (R) Dr. Muhammad Shoaib Suddle and
SSP Maqsood Ahmed Memon from Police Service of Pakistan.

The picture was taken during International Police Association World Congress.
 Auckland Newziland",18/10/2016,21,161,0,0,3,1,0
Police Service of Pakistan - Unofficial,"In this picture ..

Sub Inspector Zubair Anjum from District Gujrat , Punjab Police along with his elder brother who is serving in Pakistan Army.

#Police #PakArmy #Pakistan #Punjab",18/10/2016,21,910,3,0,25,3,0
Police Service of Pakistan - Unofficial,"Meet ..

SSP Humayun Masood Sandhu from Police Service of Pakistan

#PSP #Pakistan #Jhang #Police #Punjab",17/10/2016,9,283,0,0,9,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

SSP Maqsood Ahmed Memon and
SSP Javed Jiskani Baloch from Police Service of Pakistan.

#PSP #Pakistan #Police #Sindh",17/10/2016,5,373,0,0,15,0,0
Police Service of Pakistan - Unofficial,"Ø§ÛŒØ³ Ø§ÛŒØ³ Ù¾ÛŒ Ø±Ø§Ùˆ Ø§Ù†ÙˆØ§Ø± Ú©Ùˆ  Ø¨Ø­Ø§Ù„ Ú©Ø±Ø¯ÛŒØ§ Ú¯ÛŒØ§ 

Ø±Ø§Ùˆ Ø§Ù†ÙˆØ§Ø± Ú©ÛŒ Ø¨Ø­Ø§Ù„ÛŒ Ú©Ø§ Ù†ÙˆÙ¹ÛŒÙÚ©ÛŒØ´Ù† Ú©Ú†Ú¾ Ø¯ÛŒØ± Ù…ÛŒÚº Ø¬Ø§Ø±ÛŒ Ú©ÛŒØ§ Ø¬Ø§Ø¦ÛŒÚ¯Ø§ 

Ø±Ø§Ùˆ Ø§Ù†ÙˆØ§Ø± Ú©Ùˆ Ø¬Ù„Ø¯ Ø§ÛÙ… Ø¹ÛØ¯Û’ ÛØ± ÙØ§Ø¦Ø² Ú©Ø±Ø¯ÛŒØ§ Ø¬Ø§Ø¦ÛŒÚ¯Ø§ 

Ø±Ø§Ùˆ Ø§Ù†ÙˆØ§Ø± Ú©Ùˆ Ø®ÙˆØ§Ø¬Û Ø§Ø¸ÛØ§Ø± Ú©ÛŒ Ú¯Ø±ÙØªØ§Ø±ÛŒ Ú©Û’ Ø¨Ø¹Ø¯ Ù…Ø¹Ø·Ù„ Ú©ÛŒØ§ Ú¯ÛŒØ§ ØªÚ¾Ø§- Ø²Ø±Ø§Ø¦Ø¹",17/10/2016,321,1345,48,4,47,9,0
Police Service of Pakistan - Unofficial,"In this picture ..

The Dynamic Duo of ..
SSP Muhammad Younis Chandio with
SSP Munir Shaikh from Police Service of Pakistan.

#Police #Pakistan #Sindh #PSP",17/10/2016,9,266,2,0,6,1,0
Police Service of Pakistan - Unofficial,"Meet ..

ASI (UT) Jam Sajjad from Sindh Police.

#Sindh #Police #Pakistan",17/10/2016,2,153,1,0,2,1,0
Police Service of Pakistan - Unofficial,"In this picture ..

SSP Faizullah Korejo from Police Service of Pakistan.

#Pakistan #Police #Sindh",17/10/2016,9,511,2,0,15,2,0
Police Service of Pakistan - Unofficial,"Meet ..

PC Rafeel Arshad from Special Police Group Karachi , Sindh Police.

#Sindh #Police #Pakistan",17/10/2016,2,136,0,0,3,0,0
Police Service of Pakistan - Unofficial,"AT AIRPORT, NEVER HELP ANYBODY BY HOLDING EVEN FOR A SHORT TIME, HIS OR HER WATER BOTTLE OR ANYTHING ELSE !!",16/10/2016,72,87,2,0,0,4,1
Police Service of Pakistan - Unofficial,"In this picture ..

SP Masood Bangash from Police Service of Pakistan.

#PSP #Pakistan #Police #Sindh",16/10/2016,39,761,1,0,16,1,0
Police Service of Pakistan - Unofficial,"DPO Nankana, Sahabzada Bilal Omer held a crime meeting of Circle Nankana Sahib.",16/10/2016,4,269,0,0,4,0,0
Police Service of Pakistan - Unofficial,,16/10/2016,2,61,0,0,1,1,0
Police Service of Pakistan - Unofficial,Kindly recite Surah e Fateha for the departed soul,16/10/2016,27,323,7,0,10,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

SSP Faizullah Korejo and
SP Shahla Qureshi from Police Service of Pakistan during Muharram Duties.

#Sindh #Pakistan #Police #Karachi",16/10/2016,19,434,0,0,12,2,0
Police Service of Pakistan - Unofficial,"Just happened; we were coming back from Police Lines after attending a Janaza and we stopped on a red signal behind many cars. I usually travel in a car with no blue light and even my security car does not use siren or blue light. Sudden, sitting in the back seat I noticed that a car with family could not restart on green signal, an officer, I yet don't know what's his name, rushed in and single handed pushed from behind for the car to start. It just started off and vanished into rush of cars. The traffic continued as if nothing had happened. He might not even know that I captured the moment myself in heavy rush; I salute you my dear: you have made me proud.

Source : IGP Islamabad Tariq Masood Yasin.",16/10/2016,12,219,2,0,7,3,0
Police Service of Pakistan - Unofficial,"In this picture ..

The Hardworking Gentleman from Police Service of Pakistan who is presently serving as SSP Dadu.

SP Shabir Sethar from Police Service of Pakistan

#PSP #Pakistan #Police",15/10/2016,49,886,9,0,26,4,0
Police Service of Pakistan - Unofficial,"Meet ..

SI Akran Arain from Sindh Police.

Currently serving as SHO Liaqatabad Karachi , Sindh.

#Sindh #Police #Karachi #Pakistan",15/10/2016,27,385,0,0,9,1,0
Police Service of Pakistan - Unofficial,Ø´ÛÛŒØ¯ ÛÙˆÙ†Û’ ÙˆØ§Ù„Û’ Ù¾ÙˆÙ„ÛŒØ³ Ø§ÛÙ„Ú©Ø§Ø± Ù…Ù†ÙˆØ± Ø´Ø§ÛÙ†ÙˆØ§Ø² Ú©ÛŒ Ù†Ù…Ø§Ø² Ø¬Ù†Ø§Ø²Û Ø§Ø¯Ø§Ú©Ø±Ø¯ÛŒ Ú¯Ø¦ÛŒ Ù†Ù…Ø§Ø²Ø¬Ù†Ø§Ø²Û Ù…ÛŒÚº Ø¢Ø¦ÛŒ Ø¬ÛŒ ØŒ Ø§Û’ Ø¢Ø¦ÛŒ Ø¬ÛŒ  Ø§ÙˆØ± Ù¾ÙˆÙ„ÛŒØ³ Ú©Û’ Ø¯ÛŒÚ¯Ø± Ø§ÙØ³Ø±Ø§Ù† Ù†Û’ Ø¨Ú¾ÛŒ Ø´Ø±Ú©Øª Ú©ÛŒ Ø§Ø³ Ù…ÙˆÙ‚Ø¹ Ù¾Ø± Ø´ÛÛŒØ¯ Ú©Û’ Ù„ÙˆØ§Ø­Ù‚ÛŒÙ† Ø¨Ú¾ÛŒ Ù…ÙˆØ¬ÙˆØ¯ ØªÚ¾Û’ ØŒ,15/10/2016,2,165,0,0,4,0,0
Police Service of Pakistan - Unofficial,"Meet ..

PC Rafique Ahmed from Special Security Unit , Sindh.

#Sindh #Pakistan #Police",15/10/2016,4,132,0,0,3,0,0
Police Service of Pakistan - Unofficial,,15/10/2016,0,115,0,0,5,0,0
Police Service of Pakistan - Unofficial,,15/10/2016,3,49,0,0,2,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

SDPO Kashmore Gul hassan Jatoi
Head Mohrir PS Kashmore HC Saeed Thaheem from Sindh Police.

#Sindh #Police #Pakistan",15/10/2016,2,164,0,0,6,0,0
Police Service of Pakistan - Unofficial,"Meet ..

HC Faisal Iqbal from Sindh Police.

#Sindh #Police #Pakistan",14/10/2016,2,206,0,0,3,0,0
Police Service of Pakistan - Unofficial,"Meet ..

P/ASI Shahid Khan from Sindh Police.

#Sindh #Police #Pakistan",14/10/2016,2,143,0,0,4,0,0
Police Service of Pakistan - Unofficial,SSP OPERATIONS ABBAS MAJEED KHAN MARWAT visited the Cantt area and checked the  security arrangement and gave cash rewards on good performance.,14/10/2016,11,456,2,0,11,0,0
Police Service of Pakistan - Unofficial,"Meet ..

T/ASI Nawab Furqan Khan who has won Bronze Medal in World Grappling Championship held in Minsk , Belarus.",14/10/2016,4,113,0,0,2,0,0
Police Service of Pakistan - Unofficial,"DPO Nankana Sahabzada Bilal Omer is checking security arrangements before procession in PS Mangtanwala, Morekhunda.",14/10/2016,5,198,0,0,7,0,0
Police Service of Pakistan - Unofficial,"Meet ...

Police Inspector Safdar Mashwani from Sindh Police.",14/10/2016,6,319,1,0,7,1,0
Police Service of Pakistan - Unofficial,"In this picture ..

ASP Suhai Aziz Talpur from Police Service of Pakistan.

#Pakistan #Police #PSP",14/10/2016,111,1536,9,6,52,8,1
Police Service of Pakistan - Unofficial,"Mr Ghulam Murtaza Shaikh Posted as Principle Sindh Prison Staff Training Institute NARA Hyderabad.

Congratulations Brother for your new assignment.",14/10/2016,4,68,0,0,2,1,0
Police Service of Pakistan - Unofficial,"Sad news from Karachi.

ASI Shahzad Akhtar was Martyred today in Korangi area , Karachi.

He was a very active member of this page , I am lost for words.

May his soul rest in peace. Sindh Police should take strict action against the devils.",13/10/2016,115,743,35,1,4,1,7
Police Service of Pakistan - Unofficial,"Meet ..

ASI Syed Ahad Ali Shah from Anti Encroachment Force , Sindh.",13/10/2016,5,272,0,0,6,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

SSP Saqib Ismail, 
SP Irfan Samo from Police Service of Pakistan and DC South during 10th Moharram on M.A Jinnah Road Karachi.

#Pakistan #Police #Sindh",13/10/2016,3,232,0,0,4,0,0
Police Service of Pakistan - Unofficial,"Meet ..

Another Hero from Pakistan Police.

DSP Ameer Muhammad Dasti (Shaheed)

This brave man served in various police station in Quetta well known by every person in Quetta was Martyrdom on 08 April 2013.",13/10/2016,11,161,1,0,7,0,0
Police Service of Pakistan - Unofficial,"Meet ..

SI Hassan Zahid from Punjab Police.

#Pakistan #Police #Punjab",13/10/2016,3,217,0,0,2,0,0
Police Service of Pakistan - Unofficial,"Karachi Police somehow seems incomplete without this Officer.

Do you Agree ?? :)",13/10/2016,6,325,2,1,6,0,0
Police Service of Pakistan - Unofficial,"An old picture featuring ..

SSP Irfan Mukhtar Bhutto back when he was DPO Khairpur , Sindh.

#Police #Pakistan #Sindh",13/10/2016,3,143,0,0,3,0,0
Police Service of Pakistan - Unofficial,"Originally from the Pakistan Administration Service. This gentleman has been a beacon of light for aspiring Civil Servants in the recent years.

It gives me great please to welcome Mr. Karimdad Chugtai (PAS) to this page.",13/10/2016,1,266,2,0,3,0,0
Police Service of Pakistan - Unofficial,,12/10/2016,0,39,1,0,1,0,0
Police Service of Pakistan - Unofficial,"The video teaches how easily remember when to correctly use the ""COMMA"" in your everyday writings.",12/10/2016,4,20,0,0,1,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

Sub-Inspector Syed Saleem Agha
SHO Quaidabad , Quetta

#Sindh #Police #Pakistan #Karachi",12/10/2016,12,289,0,0,2,0,0
Police Service of Pakistan - Unofficial,"On behalf of all members, I would like to welcome ASP Rizwan Tariq to the Police Service of Pakistan Page.

- Admin",12/10/2016,6,501,0,1,8,2,0
Police Service of Pakistan - Unofficial,"In this picture ..

SP Shehla Qureshi from Police Service of Pakistan during Muharram duties.

#Police #Pakistan #Sindh",12/10/2016,38,719,1,0,15,2,1
Police Service of Pakistan - Unofficial,,12/10/2016,32,688,3,0,7,4,0
Police Service of Pakistan - Unofficial,"On behalf of all members, I would like to welcome SP Muhammad Maaz Zafar to the our humble abode.

- Admin",12/10/2016,6,373,0,0,8,0,0
Police Service of Pakistan - Unofficial,"|| IMPORTANT NOTE ||

The Group is meant only for Law Enforcement Officials from Sindh.

- Admin",12/10/2016,4,140,1,0,1,0,0
Police Service of Pakistan - Unofficial,"Meet ..

DIGP Abdullah Sheikh from Police Service of Pakistan.

#Police #Pakistan #Sindh #PSP",12/10/2016,19,414,1,0,3,0,0
Police Service of Pakistan - Unofficial,"My dear members, you are requested to rate this page and provide your valuable feedback about this page :)

- Admin",12/10/2016,0,93,1,0,0,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

SSP Rukhsar Ahmed Khuawar from Police Service of Pakistan.

#PSP #Pakistan #Police #Sindh",12/10/2016,27,290,2,0,4,0,0
Police Service of Pakistan - Unofficial,"Commandant Frontier Constabulary, Mr. Liaqat Ali Khan (PSP) presenting FC Souvenir to ASPs on completion of one year mandatory period in Frontier Constabulary.",11/10/2016,7,160,0,0,2,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

DPO Bahawalnagar Malik Liaqat Ali from Police Service of Pakistan.

#Pakistan #Police #PSP #Punjab",11/10/2016,14,315,1,0,4,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

SSP Capt . (R) Muhammad Sohail Chaudhry.
District Police Officer Sargodha.

#PSP #Pakistan #Police #Punjab",11/10/2016,14,477,2,0,11,1,0
Police Service of Pakistan - Unofficial,"In this picture ..

SSP Operations Rawalpindi Mr. Irfan Khan Tariq during Muharram Duties.

#Police #PSP #Pakistan #Rawalpindi",11/10/2016,10,188,1,0,5,0,0
Police Service of Pakistan - Unofficial,"Meet ..

ASI Khalid Hussain Dal from District Tando Muhammad Khan , Sindh Police.

#Sindh #Police #Pakistan",11/10/2016,1,90,0,0,0,0,0
Police Service of Pakistan - Unofficial,Jobs in CTD Sindh,11/10/2016,48,135,2,0,1,0,0
Police Service of Pakistan - Unofficial,"In this picture ..

SSP Khalid Mustafa Korai from Sindh Police.

#Sindh #Police #Pakistan",11/10/2016,5,181,0,0,4,1,0
Police Service of Pakistan - Unofficial,"Meet ..

P/ASI Sohail Ahmed from KPK Police.

#KPK #Police #Pakistan",11/10/2016,5,253,1,0,2,0,0
Police Service of Pakistan - Unofficial,"Sub Inspectors from Anti-Encroachment Force , Sindh

Ali Waris , 
Samar Abbas
Syed Wajahat Hussain Shah
Bilal Hussain Gondal
Jahanzeb Khan .. during Muharram Duties.",10/10/2016,2,106,0,1,1,1,0
Police Service of Pakistan - Unofficial,,10/10/2016,1,26,1,0,0,0,0
Police Service of Pakistan - Unofficial,What is favorite one ;) ??,10/10/2016,77,277,31,1,6,1,0
Police Service of Pakistan - Unofficial,"ACE Department Sindh under the supervision of SSP Usman Ghani Siddiqui proving to be very effective.

#Police #Pakistan #PSP #Sindh",10/10/2016,6,173,0,0,3,1,0
